NEWSESSION:Wed May 07 22:05:09 2014
D,1,2290
D,1,1451
T,UQ,UQ
D,1,1673
D,1,1369
T,FD,_D
D,1,1456
D,1,1634
D,1,1818
T,GMI,GMI
