NEWSESSION:Wed May 07 04:36:11 2014
D,-1,2242
D,0,1485
T,NR,_R
D,1,980
D,1,920
T,PW,PW
D,1,1061
D,1,1100
D,1,1786
D,1,1015
D,1,1131
D,1,1194
T,XVKIEG,XVKIE_
D,1,1677
D,1,1033
D,1,973
D,1,1098
D,1,998
D,1,820
D,1,1261
T,CIBLGHV,CJBLGH_
D,-1,2242
D,-1,2242
D,-1,2242
D,-1,2242
T,VXHU,____
