NEWSESSION:Tue May 06 21:12:36 2014
D,0,1455
D,1,665
D,1,411
D,0,399
T,CNXH,NPYH
D,0,6141
D,0,698
D,1,822
D,0,436
D,1,497
D,0,267
D,0,499
T,SVQTGYL,FDULGVJ
